1	32.59856949	2.1216	2.395288	7225.844	659.008	2.122	0.00001724	0.0018	0.000851
2	35.65822312	1.0158	2.486353	3624.781	336.581	1.495	0.00003601	0.0018	0.001777
3	35.82316189	0.7157	-0.411712	2155.327	236.220	1.292	0.00005112	0.0018	0.002522
4	31.11058413	0.5646	2.665134	1784.588	174.791	1.191	0.00006480	0.0018	0.003197
5	29.30857423	0.5463	1.184620	1714.847	169.363	1.114	0.00006697	0.0018	0.003304
6	31.79201646	0.5303	-0.817776	1862.847	164.484	1.046	0.00006898	0.0018	0.003403
7	27.81356301	0.3623	-1.359836	908.218	111.772	0.975	0.00010097	0.0018	0.004981
8	33.49080418	0.3193	-2.553090	825.756	103.085	0.944	0.00011457	0.0018	0.005652
9	31.05789316	0.2997	2.229602	713.637	92.766	0.916	0.00012206	0.0018	0.006022
10	33.34080444	0.2906	-0.047517	725.392	93.201	0.893	0.00012589	0.0018	0.006211
11	13.65217685	0.2759	-2.436939	707.305	85.501	0.870	0.00013261	0.0018	0.006542
12	0.05703166	0.2947	-0.003129	658.681	96.747	0.848	0.00012413	0.0018	0.006124
13	40.25335199	0.2407	-0.773566	618.914	73.710	0.829	0.00015195	0.0018	0.007497
14	36.37860618	0.2162	-2.052278	547.504	70.466	0.810	0.00016918	0.0018	0.008347
15	27.05351826	0.2232	-3.136989	522.735	69.331	0.795	0.00016392	0.0018	0.008087
16	4.32305059	0.2343	-1.333121	542.166	71.799	0.780	0.00015614	0.0018	0.007703
17	21.89159010	0.2081	2.162397	530.202	59.655	0.765	0.00017583	0.0018	0.008675
18	34.10273802	0.1873	3.014044	425.376	61.389	0.751	0.00019532	0.0018	0.009636
19	24.39438984	0.1722	0.855631	384.367	50.309	0.740	0.00021242	0.0018	0.010480
20	39.07015345	0.1740	0.189109	382.240	53.049	0.730	0.00021020	0.0018	0.010371
21	36.75409664	0.1624	-2.492405	382.404	52.036	0.720	0.00022524	0.0018	0.011112
22	30.50386759	0.1701	0.684364	386.192	52.569	0.710	0.00021504	0.0018	0.010609
23	2.19027978	0.1529	0.992449	319.051	49.164	0.701	0.00023925	0.0018	0.011803
24	15.56429237	0.1464	0.358885	324.508	47.666	0.693	0.00024980	0.0018	0.012324
25	19.29104143	0.1428	1.955893	330.123	42.885	0.685	0.00025612	0.0018	0.012636
26	38.18628638	0.1265	0.543354	275.504	38.646	0.677	0.00028927	0.0018	0.014271
27	28.25829334	0.1349	-0.936464	279.043	41.037	0.671	0.00027124	0.0018	0.013382
28	35.52946280	0.1123	-2.605288	234.027	37.302	0.664	0.00032574	0.0018	0.016070
29	18.82635651	0.1183	2.375951	228.656	36.765	0.659	0.00030932	0.0018	0.015260
30	40.18442027	0.0976	0.832807	230.627	29.869	0.653	0.00037469	0.0018	0.018486
31	1.89881897	0.1059	2.960284	224.509	33.865	0.648	0.00034544	0.0018	0.017042
32	0.10902264	0.1512	-1.348554	215.163	49.634	0.643	0.00024196	0.0018	0.011937
33	35.62455049	0.0964	1.679482	218.065	31.981	0.638	0.00037930	0.0018	0.018713
34	2.30263739	0.1120	-0.547070	210.700	36.079	0.633	0.00032671	0.0018	0.016118
35	37.85748889	0.1027	-0.541969	211.290	31.348	0.628	0.00035621	0.0018	0.017574
36	31.20382877	0.0997	2.461095	209.198	30.887	0.624	0.00036684	0.0018	0.018098
37	37.48735055	0.1134	0.741962	209.237	34.700	0.619	0.00032269	0.0018	0.015920
38	2.39270087	0.1061	1.065636	210.058	34.238	0.614	0.00034486	0.0018	0.017014
39	53.68998252	0.0978	-0.447769	198.966	31.718	0.610	0.00037414	0.0018	0.018458
40	4.81579927	0.1075	-1.163954	200.008	32.753	0.606	0.00034045	0.0018	0.016796
41	45.71460589	0.0978	-1.037892	190.809	30.689	0.601	0.00037404	0.0018	0.018453
42	35.36087443	0.0888	1.989262	177.545	29.466	0.597	0.00041214	0.0018	0.020333
43	38.93299170	0.0928	-1.371586	176.997	28.323	0.594	0.00039411	0.0018	0.019444
44	11.23851905	0.0985	0.578710	171.763	29.877	0.590	0.00037152	0.0018	0.018329
45	26.20918771	0.0912	2.614639	181.165	27.911	0.586	0.00040133	0.0018	0.019800
46	29.84734370	0.0909	1.160434	172.152	28.323	0.583	0.00040251	0.0018	0.019858
47	48.87780781	0.0758	-0.041618	166.172	23.727	0.579	0.00048276	0.0018	0.023817
48	24.34752268	0.0942	-0.055864	163.649	27.496	0.576	0.00038851	0.0018	0.019167
49	2.13465952	0.0928	2.769601	165.110	29.809	0.572	0.00039418	0.0018	0.019447
50	4.37191456	0.0875	2.381713	159.124	26.787	0.569	0.00041785	0.0018	0.020615
51	6.29013331	0.0850	1.462066	159.366	25.940	0.566	0.00043034	0.0018	0.021231
52	38.07365051	0.0778	-1.081689	146.181	23.754	0.563	0.00047044	0.0018	0.023209
53	38.48860993	0.0720	0.153327	134.991	22.036	0.560	0.00050784	0.0018	0.025054
54	40.59004463	0.0789	0.592985	137.418	24.261	0.557	0.00046344	0.0018	0.022864
55	0.37960775	0.0719	1.531740	131.097	23.609	0.554	0.00050867	0.0018	0.025095
56	33.44726791	0.0689	-2.950146	129.025	22.194	0.552	0.00053112	0.0018	0.026203
57	27.73621021	0.0679	-0.391533	129.849	20.985	0.549	0.00053909	0.0018	0.026596
58	25.20384823	0.0774	-0.834411	128.070	22.936	0.547	0.00047287	0.0018	0.023329
59	50.22698677	0.0741	-1.716880	126.212	24.095	0.544	0.00049354	0.0018	0.024349
60	6.10566555	0.0697	-1.129806	125.334	21.298	0.542	0.00052469	0.0018	0.025886
