F78 02.37078328 027.43962130 0.0186 00.485547 00060.491 0011.058 0.241 0.00127458 0.0012 0.062882
F79 03.43134450 039.71463542 0.0179 02.663824 00038.244 0010.453 0.233 0.00132091 0.0012 0.065167
F80 16.70625116 193.35938843 0.0178 -2.211483 00034.359 0007.534 0.231 0.00132784 0.0012 0.065510
F81 01.05584533 012.22043206 0.0176 01.147004 00050.886 0010.583 0.237 0.00134516 0.0012 0.066364
F82 02.60847701 030.19070613 0.0175 00.964653 00036.655 0010.386 0.230 0.00135146 0.0012 0.066675
F83 12.43714381 143.94842373 0.0172 02.192470 00038.347 0007.769 0.233 0.00137729 0.0012 0.067949
F84 00.52026749 006.02161447 0.0171 -1.078609 00044.941 0010.240 0.236 0.00138508 0.0012 0.068333
F85 04.48353272 051.89273981 0.0171 01.396498 00035.246 0009.327 0.232 0.00138491 0.0012 0.068325
F86 17.58344762 203.51212523 0.0170 02.093304 00043.612 0007.332 0.235 0.00139607 0.0012 0.068876
F87 29.49149898 341.33679375 0.0170 00.387899 00036.719 0008.560 0.232 0.00139263 0.0012 0.068706
F88 02.81910280 032.62850463 0.0169 -2.016622 00038.789 0009.994 0.234 0.00139854 0.0012 0.068997
F89 01.32311799 015.31386563 0.0168 01.632080 00032.436 0010.124 0.230 0.00140882 0.0012 0.069505
F90 23.52240437 272.25005058 0.0166 -0.637167 00038.482 0008.925 0.233 0.00142253 0.0012 0.070181
F91 26.24254096 303.73311296 0.0163 -0.863525 00034.826 0007.988 0.231 0.00145072 0.0012 0.071572
F92 74.10369900 857.68170139 0.0163 00.674149 00034.191 0011.157 0.231 0.00145495 0.0012 0.071781
F93 46.39072710 536.92971181 0.0156 01.065446 00035.404 0008.175 0.231 0.00152000 0.0012 0.074990
F94 17.34769248 200.78347778 0.0156 02.971839 00025.013 0006.718 0.227 0.00151567 0.0012 0.074776
F95 39.10668701 452.62369225 0.0153 -2.816861 00031.105 0008.200 0.229 0.00154687 0.0012 0.076315
F96 05.50678746 063.73596597 0.0153 -0.802806 00019.545 0008.200 0.224 0.00154456 0.0012 0.076201
F97 13.97322552 161.72714722 0.0151 01.685932 00031.510 0006.891 0.230 0.00157108 0.0012 0.077510
F98 02.92331854 033.83470532 0.0151 -2.032027 00028.201 0008.913 0.229 0.00156500 0.0012 0.077210
F99 18.40634356 213.03638380 0.0146 01.815735 00031.241 0006.368 0.229 0.00162460 0.0012 0.080150
F100 03.76893138 043.62189097 0.0146 02.297928 00020.403 0008.356 0.224 0.00162035 0.0012 0.079940
F101 00.71687726 008.29719051 0.0145 01.003059 00024.122 0008.722 0.227 0.00162827 0.0012 0.080331
F102 33.93961239 392.81958785 0.0142 -1.003648 00025.604 0007.637 0.228 0.00166227 0.0012 0.082009
F103 03.59792050 041.64259838 0.0141 00.890996 00024.443 0008.172 0.227 0.00167602 0.0012 0.082687
F104 00.83834417 009.70305752 0.0140 01.721829 00036.110 0008.416 0.232 0.00168888 0.0012 0.083322
F105 02.41645708 027.96825324 0.0136 -2.238347 00022.102 0008.075 0.226 0.00174430 0.0012 0.086056
F106 03.35451512 038.82540648 0.0135 -3.086635 00025.423 0007.895 0.227 0.00175169 0.0012 0.086420
F107 03.82440934 044.26399699 0.0134 00.107205 00041.085 0007.621 0.235 0.00177000 0.0012 0.087323
F108 01.71864575 019.89173322 0.0133 01.650717 00040.104 0008.021 0.235 0.00177449 0.0012 0.087545
F109 55.87350659 646.68410405 0.0133 00.096320 00026.045 0007.788 0.228 0.00177575 0.0012 0.087607
F110 13.04219953 150.95138345 0.0133 00.690720 00021.964 0006.042 0.225 0.00178113 0.0012 0.087872
F111 10.31034280 119.33267130 0.0132 -2.692719 00024.181 0006.124 0.226 0.00179339 0.0012 0.088477
F112 00.78925321 009.13487512 0.0131 -0.848981 00027.994 0007.835 0.229 0.00181367 0.0012 0.089478
F113 18.44121465 213.43998437 0.0130 00.654725 00024.834 0005.666 0.227 0.00182687 0.0012 0.090129
F114 23.99394046 277.70764421 0.0130 00.495965 00024.178 0006.927 0.227 0.00182053 0.0012 0.089816
F115 13.90034928 160.88367222 0.0130 01.915312 00021.210 0005.947 0.225 0.00182043 0.0012 0.089811
F116 05.64844220 065.37548843 0.0128 01.569196 00018.969 0006.799 0.224 0.00184995 0.0012 0.091268
F117 06.53716334 075.66161273 0.0123 -0.985970 00026.305 0006.256 0.228 0.00192573 0.0012 0.095006
F118 04.91267546 056.85966968 0.0120 -2.091984 00022.180 0006.493 0.226 0.00197219 0.0012 0.097299
F119 00.63821495 007.38674711 0.0120 02.866061 00021.136 0007.211 0.225 0.00196851 0.0012 0.097117
F120 45.33911424 524.75826667 0.0120 02.528940 00020.934 0006.288 0.225 0.00198015 0.0012 0.097692
F121 03.08936928 035.75658889 0.0119 -1.952075 00026.652 0006.965 0.228 0.00199592 0.0012 0.098469
F122 08.66891336 100.33464537 0.0119 -0.066407 00022.631 0005.553 0.226 0.00199767 0.0012 0.098556
F123 04.18827462 048.47540069 0.0117 01.301563 00021.061 0006.528 0.224 0.00201685 0.0012 0.099502
F124 24.44140111 282.88658692 0.0116 02.391592 00019.542 0006.126 0.224 0.00204555 0.0012 0.100918
F125 04.14961906 048.02799838 0.0116 01.356282 00015.410 0006.443 0.222 0.00204876 0.0012 0.101076
F126 01.20769558 013.97795810 0.0114 -2.505965 00017.608 0006.840 0.223 0.00208363 0.0012 0.102797
F127 06.69913366 077.53626921 0.0113 01.850589 00017.228 0005.719 0.223 0.00208762 0.0012 0.102994
F128 07.10435095 082.22628414 0.0113 -2.522423 00013.857 0005.588 0.221 0.00208980 0.0012 0.103101
F129 12.72649895 147.29744155 0.0112 01.343973 00021.147 0005.086 0.225 0.00210700 0.0012 0.103950
F130 29.73277094 344.12929329 0.0112 -0.997927 00018.911 0005.689 0.223 0.00211132 0.0012 0.104163
F131 05.76096350 066.67781829 0.0109 01.626688 00014.980 0005.760 0.222 0.00217163 0.0012 0.107138
F132 37.13909417 429.85062697 0.0108 -0.501252 00015.577 0005.790 0.221 0.00219308 0.0012 0.108196
F133 00.68045850 007.87567708 0.0107 -2.714287 00016.457 0006.386 0.223 0.00222337 0.0012 0.109691
F134 21.32516980 246.81909491 0.0107 -0.402614 00015.042 0005.501 0.222 0.00221855 0.0012 0.109453
F135 08.46481556 097.97240231 0.0106 01.370288 00016.303 0004.970 0.223 0.00223335 0.0012 0.110183
F136 04.44616498 051.46024282 0.0105 -1.607998 00014.933 0005.717 0.221 0.00226479 0.0012 0.111734
F137 01.86348084 021.56806528 0.0104 01.750111 00021.843 0006.235 0.225 0.00227795 0.0012 0.112383
F138 01.91360282 022.14818079 0.0104 -2.446205 00014.663 0006.222 0.221 0.00228104 0.0012 0.112536
F139 01.57644071 018.24584155 0.0103 -3.011026 00013.248 0006.212 0.220 0.00229610 0.0012 0.113279
F140 02.74254775 031.74245081 0.0103 -0.737218 00011.727 0006.084 0.219 0.00230089 0.0012 0.113515
F141 16.16730049 187.12153345 0.0102 -0.102074 00021.805 0004.340 0.226 0.00232975 0.0012 0.114939
F142 20.59919711 238.41663322 0.0102 01.446652 00015.919 0005.058 0.222 0.00233250 0.0012 0.115075
F143 01.46282547 016.93085035 0.0101 02.627791 00010.269 0006.115 0.218 0.00233480 0.0012 0.115188
F144 20.66945300 239.22978009 0.0100 -1.533839 00018.367 0004.986 0.223 0.00237378 0.0012 0.117111
F145 44.64713003 516.74919016 0.0100 01.077860 00014.975 0005.378 0.222 0.00235818 0.0012 0.116341
F146 17.67261130 204.54411227 0.0100 02.190449 00013.729 0004.337 0.221 0.00236305 0.0012 0.116582
F147 04.09702140 047.41922917 0.0100 -2.524618 00012.271 0005.617 0.219 0.00235809 0.0012 0.116337
F148 09.91965206 114.81078773 0.0099 -2.807014 00015.277 0004.605 0.222 0.00239908 0.0012 0.118359
F149 01.09075738 012.62450671 0.0099 -2.355359 00014.356 0005.933 0.221 0.00239990 0.0012 0.118400
F150 01.40500206 016.26159792 0.0098 02.857122 00019.623 0005.902 0.224 0.00241779 0.0012 0.119282
F151 20.08700073 232.48843437 0.0098 -1.737436 00017.520 0004.704 0.223 0.00240576 0.0012 0.118689
F152 03.18700342 036.88661366 0.0098 02.655300 00012.945 0005.726 0.220 0.00242331 0.0012 0.119555
F153 04.74184873 054.88250845 0.0098 00.851773 00011.463 0005.306 0.218 0.00242117 0.0012 0.119449
F154 77.11154776 892.49476574 0.0097 00.450388 00013.760 0006.329 0.220 0.00244349 0.0012 0.120551
F155 15.23802225 176.36599826 0.0096 -0.764538 00012.062 0004.281 0.219 0.00246474 0.0012 0.121599
F156 03.90847606 045.23699144 0.0096 -0.571953 00011.325 0005.444 0.218 0.00246385 0.0012 0.121555
F157 02.51597517 029.12008299 0.0095 -1.185370 00013.451 0005.643 0.220 0.00249202 0.0012 0.122945
F158 11.04068947 127.78575775 0.0095 01.441655 00011.006 0004.374 0.218 0.00250190 0.0012 0.123432
F159 17.25862435 199.75259664 0.0094 00.524618 00012.223 0004.012 0.219 0.00253185 0.0012 0.124910
F160 05.86223447 067.84993600 0.0093 02.657392 00015.653 0004.867 0.221 0.00255771 0.0012 0.126185
F161 22.25355905 257.56434086 0.0092 -3.023989 00016.081 0004.941 0.222 0.00257154 0.0012 0.126868
F162 16.04781699 185.73862257 0.0092 03.068271 00012.863 0003.963 0.220 0.00256649 0.0012 0.126619
F163 20.75096791 240.17323970 0.0092 02.828348 00012.722 0004.596 0.220 0.00258487 0.0012 0.127525
F164 32.12354221 371.80025706 0.0092 -2.960043 00011.757 0005.041 0.219 0.00257738 0.0012 0.127156
F165 06.96190564 080.57761157 0.0091 -0.416621 00015.430 0004.514 0.222 0.00260723 0.0012 0.128629
F166 05.00271925 057.90184317 0.0091 01.946201 00015.582 0004.917 0.222 0.00259998 0.0012 0.128271
F167 53.91162686 623.97716273 0.0090 -2.851348 00014.794 0005.304 0.221 0.00264459 0.0012 0.130472
F168 30.78308015 356.28564988 0.0090 00.156005 00013.169 0004.728 0.220 0.00264105 0.0012 0.130297
F169 23.64060416 273.61810370 0.0090 -2.911154 00012.709 0004.828 0.220 0.00262544 0.0012 0.129527
F170 07.92103996 091.67870324 0.0090 -3.112071 00012.309 0004.276 0.219 0.00263953 0.0012 0.130222
F171 26.02614520 301.22853241 0.0090 01.891671 00011.541 0004.440 0.218 0.00262848 0.0012 0.129677
F172 27.54276876 318.78204583 0.0088 -3.074756 00012.391 0004.219 0.219 0.00269330 0.0012 0.132875
F173 04.52185708 052.33630880 0.0088 01.697481 00012.264 0004.794 0.219 0.00269058 0.0012 0.132741
F174 20.03642245 231.90303762 0.0088 00.287594 00010.894 0004.201 0.218 0.00268218 0.0012 0.132326
F175 01.01791003 011.78136609 0.0087 -2.590007 00012.584 0005.228 0.220 0.00272216 0.0012 0.134299
F176 55.42265028 641.46585972 0.0087 -2.551254 00012.137 0005.002 0.219 0.00271307 0.0012 0.133850
F177 41.90406828 485.00079028 0.0086 02.813660 00013.461 0004.514 0.220 0.00276297 0.0012 0.136312
F178 43.17248765 499.68157002 0.0086 01.134945 00012.086 0004.585 0.219 0.00275214 0.0012 0.135778
F179 35.63619272 412.45593426 0.0086 02.335994 00011.604 0004.533 0.218 0.00274890 0.0012 0.135618
F180 17.55457608 203.17796389 0.0083 02.916636 00011.037 0003.605 0.218 0.00283819 0.0012 0.140023
F181 05.14520856 059.55102500 0.0083 -3.123164 00010.649 0004.478 0.218 0.00284795 0.0012 0.140504
F182 67.81148413 784.85514039 0.0082 -0.671316 00010.398 0005.055 0.218 0.00288201 0.0012 0.142185
F183 44.02196057 509.51343252 0.0081 -2.603082 00010.060 0004.371 0.218 0.00292193 0.0012 0.144155
F184 06.89104994 079.75752245 0.0075 -1.963425 00012.359 0003.721 0.219 0.00317515 0.0012 0.156647
F185 01.16922524 013.53269954 0.0072 -2.669974 00011.228 0004.351 0.218 0.00327480 0.0012 0.161564
