time	mmag
0.000000	-0.9837
0.000681	-0.9985
0.001362	-0.9461
0.002043	-0.4770
0.002724	-0.5095
0.003405	-0.1072
0.004087	0.5088
0.004768	0.2565
0.005449	0.8031
0.006130	0.5678
0.006811	1.0271
0.007492	1.1952
0.008173	1.0259
0.008855	1.9103
0.009536	2.0046
0.010217	2.0251
0.010898	1.9680
0.011579	2.4137
0.012260	2.4946
0.012941	1.7810
0.013622	2.3269
0.014303	2.7049
0.014985	2.3096
0.015666	2.4150
0.016347	2.4366
0.017028	2.5638
0.017709	2.0493
0.018391	2.0040
0.019072	1.9460
0.019753	1.7360
0.020434	1.4117
0.021115	2.0381
0.021796	0.8824
0.022477	2.2460
0.023158	0.8193
0.023839	0.9496
0.024520	0.3461
0.025202	0.5054
0.025883	0.0066
0.026564	-0.5024
0.027245	-0.7696
0.027926	-1.2228
0.028607	-1.5373
0.029288	-1.4920
0.029970	-1.6042
0.030651	-1.1374
0.031332	-2.0170
0.032013	-2.2414
0.032694	-2.1172
0.033375	-2.1518
0.034056	-1.6701
0.034737	-2.1805
0.035418	-2.2523
0.036100	-2.6143
0.036781	-2.3258
0.037462	-2.1743
0.038143	-2.2203
0.038824	-2.1746
0.039505	-2.4986
0.040186	-2.0794
0.040868	-2.1284
0.041549	-1.8597
0.042230	-1.5280
0.042911	-1.4465
0.043592	-1.6970
0.044273	-1.1030
0.044954	-1.0654
0.045635	-0.5419
0.046317	-0.4088
0.046998	-0.5664
0.047679	-0.0150
0.048360	-0.0164
0.049041	0.9191
0.049722	0.3072
0.050403	0.6519
0.051084	1.9483
0.051765	1.3533
0.052447	1.4041
0.053128	1.6847
0.053809	2.1057
0.054490	1.6050
0.055171	2.0196
0.055852	2.5078
0.056534	1.9943
0.057214	2.4335
0.057896	2.7993
0.058577	2.6392
0.059258	3.0758
0.059939	2.2708
0.060620	2.2027
0.061301	2.0871
0.061982	2.0079
0.062663	2.2426
0.063345	1.7435
0.064026	1.6593
0.064707	1.7019
0.065388	1.1166
0.066069	1.2174
0.066750	0.8059
0.067432	0.4912
0.068113	-0.0596
0.068794	0.3666
0.069475	-0.0243
0.070156	-0.1967
0.070837	-0.6348
0.071518	-0.5815
0.072199	-1.1324
0.072880	-1.2016
0.073561	-1.9373
0.074243	-1.4473
0.074924	-2.1892
0.075605	-2.0943
0.076286	-2.3526
0.076967	-2.1227
0.077648	-2.4035
0.078330	-2.2908
0.079011	-2.3260
0.079692	-2.6144
0.080373	-2.3280
0.081054	-2.5889
0.081735	-2.4760
0.082416	-2.5377
0.083097	-2.6665
0.083779	-2.4997
0.084459	-1.6944
0.085141	-2.4068
0.085822	-1.8357
0.086503	-1.6205
0.087184	-1.6632
0.087865	-1.3313
0.088546	-0.6984
0.089227	-0.4883
0.089909	-0.6254
0.090590	-0.2337
0.091271	0.0089
0.091952	0.3426
0.092633	0.4275
0.093314	0.7712
0.093995	1.1362
0.094677	1.3224
0.095358	1.3668
0.096039	1.5854
0.096720	1.5314
0.097401	1.7917
0.098082	1.7797
0.098763	2.2668
0.099444	2.3568
0.100125	2.7797
0.100807	2.2945
0.101488	2.4466
0.102169	2.4108
0.102850	2.6189
0.103531	2.5440
0.104212	2.6402
0.104893	2.4427
0.105575	2.4977
0.106256	2.1695
0.106937	2.1870
0.107618	2.1574
0.108299	1.4749
0.108980	1.3853
0.109661	1.3520
0.110342	0.8273
0.111024	1.0919
0.111705	0.6935
0.112386	0.2351
0.113067	0.3006
0.113748	-0.1059
0.114429	-0.8443
0.115110	-0.8560
0.115791	-0.3802
0.116472	-0.9576
0.117154	-1.6171
0.117835	-1.5095
0.118516	-2.0657
0.119197	-2.0097
0.119878	-2.0611
0.120559	-2.0319
0.121240	-2.8215
0.121922	-2.6139
0.122603	-2.4268
0.123284	-2.5324
0.123965	-2.5770
0.124646	-2.5931
0.125327	-2.3768
0.126008	-2.1961
0.126689	-2.5679
0.127371	-2.3208
0.128052	-1.9354
0.128733	-1.9187
0.129414	-2.2445
0.130095	-2.0594
0.130776	-1.5332
0.131457	-1.2713
0.132138	-1.0930
0.132820	-1.1625
0.133501	-1.0309
0.134182	-0.3522
0.134863	-0.2328
0.135544	-0.0376
0.136225	0.3950
0.136906	0.7046
0.137587	1.0284
0.138269	0.9662
0.138950	1.3215
0.139631	1.3500
0.140312	1.9547
0.140993	2.1900
0.141674	2.1180
0.142355	2.2925
0.143036	2.5906
0.143718	2.2262
0.144399	2.3711
0.145080	2.3380
0.145761	2.1564
0.146442	2.6819
0.147123	2.2091
0.147804	2.7386
0.148485	2.6352
0.149166	2.3049
0.149848	2.2715
0.150529	2.1539
0.151210	2.1029
0.151891	1.4262
0.152572	1.5885
0.153253	0.8408
0.153934	0.8813
0.154616	1.1012
0.155297	0.5630
0.155978	0.1232
0.156659	-0.0401
0.157340	-0.0525
0.158021	0.0241
0.158702	-0.5400
0.159383	-0.8373
0.160065	-1.2162
0.160746	-1.7511
0.161427	-1.4148
0.162108	-1.8346
0.162789	-1.8523
0.163470	-2.2801
0.164151	-2.3730
0.164833	-2.4235
0.165514	-2.4035
0.166195	-2.5657
0.166876	-2.3344
0.167557	-3.0602
0.168238	-2.5498
0.168919	-2.8383
0.169600	-2.8570
0.170281	-2.5766
0.170963	-2.7024
0.171644	-2.5787
0.172325	-2.0446
0.173006	-2.1819
0.173687	-1.8365
0.174368	-1.6517
0.175049	-1.4758
0.175730	-1.3827
0.176412	-1.0195
0.177093	-0.6797
0.177774	-0.3977
0.178455	-0.3694
0.179136	0.0463
0.179817	0.3845
0.180498	0.2375
0.181179	0.8764
0.181861	0.9072
0.182542	0.9636
0.183223	1.2659
0.183904	1.5272
0.184585	2.1259
0.185266	1.7004
0.185947	2.2779
0.186628	2.7246
0.187310	2.0533
0.187991	2.1791
0.188672	2.5822
0.189353	2.8906
0.190034	3.0993
0.190715	2.5228
0.191396	2.8560
0.192078	2.5591
0.192759	1.9813
0.193440	2.3041
0.194121	2.0948
0.194802	2.0805
0.195483	2.1855
0.196164	1.2620
0.196845	1.2150
0.197526	1.3912
0.198208	0.7760
0.198889	0.9116
0.199570	0.8905
0.200251	0.7015
0.200932	0.1616
0.201613	-0.2154
0.202294	-0.7357
0.202975	-0.3985
0.203657	-0.9785
0.204338	-1.0783
0.205019	-1.7365
0.205700	-1.6612
0.206381	-1.9417
0.207062	-2.1521
0.207743	-2.1130
0.208424	-2.4043
0.209106	-2.3636
0.209787	-2.9330
0.210468	-2.4126
0.211149	-2.7616
0.211830	-2.6920
0.212511	-2.9516
0.213192	-2.6029
0.213874	-2.5630
0.214555	-2.3130
0.215236	-2.1317
0.215917	-2.1513
0.216598	-2.0940
0.217279	-2.1044
0.217960	-1.5436
0.218641	-1.4180
0.219323	-1.4563
0.220004	-0.7350
0.220685	-1.0361
0.221366	-0.6263
0.222047	-0.4052
0.222728	-0.0511
0.223409	-0.1153
0.224090	0.5649
0.224771	0.2903
0.225453	1.1073
0.226134	1.1132
0.226815	1.2009
0.227496	1.7850
0.228177	1.5956
0.228858	2.0705
0.229539	1.9642
0.230220	2.1262
0.230902	2.1675
0.231583	2.0818
0.232264	2.7515
0.232945	3.1472
0.233626	2.7071
0.234307	2.5521
0.234988	2.8049
0.235669	2.2790
0.236351	2.7184
0.237032	2.2050
0.237713	2.3755
0.238394	1.6613
0.239075	1.7971
0.239756	2.2284
0.240437	1.6212
0.241119	0.9798
0.241800	1.2457
0.242481	1.0713
0.243162	0.9771
0.243843	0.6000
0.244524	-0.0013
0.245205	-0.1082
0.245886	-0.5358
0.246568	-0.5671
0.247249	-1.1934
0.247930	-1.1168
0.248611	-1.3583
0.249292	-1.2620
0.249973	-1.7707
0.250654	-1.7603
0.251335	-1.9710
0.252017	-2.5933
0.252698	-2.4574
0.253379	-2.8068
0.254060	-2.5294
0.254741	-2.5717
0.255422	-2.5666
0.256103	-3.2411
0.256784	-3.0071
0.257466	-2.4305
0.258147	-2.8782
0.258828	-2.5093
0.259509	-2.0458
0.260190	-2.3717
0.260871	-2.2076
0.261552	-1.6190
0.262233	-1.4805
0.262915	-1.4823
0.263596	-0.9840
0.264277	-0.9129
0.264958	-0.6983
0.265639	-0.6872
0.266320	-0.3118
0.267001	-0.2665
0.267682	0.0876
0.268364	0.7608
0.269045	0.8961
0.269726	1.1561
0.270407	1.1472
0.271088	1.5406
0.271769	1.6646
0.272450	2.2006
0.273131	1.9741
0.273813	2.4550
0.274494	2.3848
0.275175	2.7445
0.275856	2.2053
0.276537	2.8425
0.277218	2.6154
0.277899	3.0606
0.278580	2.9206
0.279262	2.5393
0.279943	2.6905
0.280624	2.4116
0.281305	2.3488
0.281986	2.2886
0.282667	2.0191
0.283348	1.8931
0.284029	1.6876
0.284711	2.1079
0.285392	0.7693
0.286073	1.0767
0.286754	1.1806
0.287435	0.6770
0.288116	0.4457
0.288797	-0.0437
0.289479	-0.2885
0.290160	-0.5857
0.290841	-0.9301
0.291522	-1.1163
0.292203	-1.4598
0.292884	-1.8848
0.293565	-1.6133
0.294246	-2.0583
0.294928	-1.7668
0.295609	-2.2411
0.296290	-2.3485
0.296971	-2.6066
0.297652	-3.0206
0.298333	-2.9985
0.299014	-2.7374
0.299695	-2.6596
0.300376	-2.7695
0.301058	-2.8949
0.301739	-2.2942
0.302420	-2.8695
0.303101	-2.8487
0.303782	-2.7244
0.304463	-1.8915
0.305144	-2.4071
0.305825	-2.0336
0.306507	-1.8545
0.307188	-1.1784
0.307869	-1.2838
0.308550	-0.7018
0.309231	-0.7887
0.309912	-0.4311
0.310593	-0.3833
0.311274	-0.1731
0.311956	0.4467
0.312637	0.5635
0.313318	0.6471
0.313999	1.2465
0.314680	1.1352
0.315361	1.7117
0.316042	1.5677
0.316723	1.7070
0.317405	1.8970
0.318086	2.4285
0.318767	2.2142
0.319448	2.1923
0.320129	2.5828
0.320810	2.9342
0.321491	3.0067
0.322172	2.6497
0.322854	3.0202
0.323535	2.7508
0.324216	2.6103
0.324897	2.5327
0.325578	2.4929
0.326259	2.2284
0.326940	2.0595
0.327621	2.3643
0.328303	1.2358
0.328984	1.3142
0.329665	1.2391
0.330346	1.2526
0.331027	0.7123
0.331708	0.3064
0.332389	0.0700
0.333070	-0.4335
0.333752	-0.0458
0.334433	-0.7154
0.335114	-0.6289
0.335795	-0.8314
0.336476	-0.8748
0.337157	-1.5420
0.337838	-1.6173
0.338520	-2.0848
0.339201	-2.5782
0.339882	-2.1605
0.340563	-2.5615
0.341244	-2.3544
0.341925	-2.3408
0.342606	-2.5148
0.343287	-2.8867
0.343969	-2.9004
0.344650	-3.0847
0.345331	-2.6779
0.346012	-2.5185
0.346693	-2.5727
0.347374	-2.5874
0.348055	-2.0049
0.348736	-2.3280
0.349418	-1.8950
0.350099	-2.0043
0.350780	-1.5302
0.351461	-1.3269
0.352142	-1.1299
0.352823	-0.8207
0.353504	-1.4392
0.354185	-0.5267
0.354867	-0.1946
0.355548	0.4412
0.356229	0.3974
0.356910	0.4822
0.357591	1.0993
0.358272	1.2444
0.358953	1.0468
0.359634	2.1032
0.360316	1.8818
0.360997	2.2695
0.361678	2.0364
0.362359	2.6049
0.363040	2.8652
0.363721	2.6514
0.364402	2.3698
0.365083	2.5735
0.365764	2.8302
0.366446	2.7022
0.367127	2.7592
0.367808	2.8177
0.368489	2.8023
0.369170	2.2349
0.369851	2.6110
0.370532	2.3326
0.371213	1.5682
0.371895	1.7168
0.372576	1.3879
0.373257	1.2675
0.373938	1.1842
0.374619	0.8988
0.375300	0.4442
0.375981	0.2513
0.376662	0.0367
0.377344	0.5930
0.378025	-0.4902
0.378706	-0.6374
0.379387	-0.9037
0.380068	-1.1580
0.380749	-1.6816
0.381431	-1.9760
0.382112	-1.8100
0.382793	-2.1568
0.383474	-2.0470
0.384155	-2.6646
0.384836	-2.5714
0.385517	-2.5139
0.386198	-2.9315
0.386880	-3.1341
0.387560	-2.6836
0.388242	-2.8680
0.388923	-2.5692
0.389604	-2.5899
0.390285	-2.5722
0.390966	-2.5308
0.391647	-2.4846
0.392329	-2.2392
0.393010	-2.2140
0.393691	-2.0282
0.394372	-1.6947
0.395053	-1.6247
0.395734	-1.4795
0.396415	-1.1833
0.397096	-0.7929
0.397777	-0.5929
0.398459	-0.2265
0.399140	0.0089
0.399821	0.0644
0.400502	0.3744
0.401183	0.4278
0.401864	1.2699
0.402545	1.5582
0.403226	1.7021
0.403908	1.8511
0.404589	2.0176
0.405270	1.9197
0.405951	1.9444
0.406632	1.8677
0.407313	2.6272
0.407994	2.5685
0.408675	2.1110
0.409357	2.7548
0.410038	2.7569
0.410719	2.8056
0.411400	2.8902
0.412081	2.3422
0.412762	2.8673
0.413443	2.2846
0.414124	1.9785
0.414806	2.1558
0.415487	2.0503
0.416168	1.9307
0.416849	1.7268
0.417530	1.1088
0.418211	1.0168
0.418892	0.8909
0.419573	0.5286
0.420255	0.1005
0.420936	0.3370
0.421617	-0.0996
0.422298	-0.5922
0.422979	-0.1488
0.423660	-1.1838
0.424341	-1.3184
0.425023	-1.7354
0.425703	-1.7405
0.426385	-1.9136
0.427066	-2.2079
0.427747	-2.0414
0.428428	-2.4424
0.429109	-2.4761
0.429790	-2.4081
0.430472	-2.3902
0.431153	-2.8122
0.431834	-2.9889
0.432515	-2.9064
0.433196	-2.7669
0.433877	-3.0383
0.434558	-2.7575
0.435239	-2.3473
0.435921	-2.4371
0.436602	-2.1226
0.437283	-2.3469
0.437964	-2.1705
0.438645	-1.5644
0.439326	-1.7267
0.440007	-1.6254
0.440688	-1.1571
0.441370	-0.9803
0.442051	-0.6466
0.442732	-0.1634
0.443413	-0.2430
0.444094	-0.0566
0.444775	0.4911
0.445456	1.0584
0.446137	1.4477
0.446819	1.4686
0.447500	1.5651
0.448181	1.8973
0.448862	1.8436
0.449543	2.2233
0.450224	2.6772
0.450905	2.1238
0.451587	2.4303
0.452268	2.8523
0.452949	2.9915
0.453630	2.7935
0.454311	3.3668
0.454992	2.7433
0.455673	2.6398
0.456354	2.3068
0.457035	2.2858
0.457717	2.8246
0.458398	2.4800
0.459079	1.8618
0.459760	1.8746
0.460441	1.8647
0.461122	1.3837
0.461803	1.2232
0.462485	1.2190
0.463166	1.0473
0.463847	0.4890
0.464528	0.5637
0.465209	-0.1002
0.465890	-0.3331
0.466571	-0.4544
0.467252	-0.9767
0.467934	-1.2640
0.468615	-1.1235
0.469296	-1.4399
0.469977	-1.7420
0.470658	-1.7676
0.471339	-2.4910
0.472020	-2.5696
0.472701	-2.6627
0.473382	-2.7845
0.474064	-2.8942
0.474745	-2.5201
0.475426	-2.8630
0.476107	-2.6307
0.476788	-2.7848
0.477469	-2.7957
0.478150	-2.2184
0.478831	-2.3272
0.479513	-2.8649
0.480194	-1.9529
0.480875	-2.4273
0.481556	-1.9420
0.482237	-1.7515
0.482918	-1.5073
0.483599	-1.1055
0.484280	-1.3207
0.484962	-0.8698
0.485643	-0.5581
0.486324	-0.4617
0.487005	-0.0696
0.487686	0.1661
0.488367	0.5304
0.489048	0.3453
0.489729	1.0594
0.490411	1.1445
0.491092	1.5715
0.491773	1.8900
0.492454	1.8165
0.493135	1.9063
0.493816	2.1217
0.494497	2.4474
0.495178	2.3172
0.495860	2.3669
0.496541	2.7949
0.497222	2.9822
0.497903	2.5069
0.498584	2.7466
0.499265	2.4252
0.499946	2.3551
0.500628	2.7020
0.501309	2.3844
0.501990	2.2409
0.502671	2.2478
0.503352	1.9550
0.504033	1.8361
0.504714	1.8742
0.505395	1.1952
0.506076	0.9959
0.506758	1.0283
0.507439	0.4932
0.508120	0.5454
0.508801	0.1122
0.509482	0.2975
0.510163	-0.2639
0.510844	-0.8559
0.511526	-0.6909
0.512207	-1.0707
0.512888	-1.3461
0.513569	-1.9180
0.514250	-1.6972
0.514931	-2.1830
0.515612	-2.3857
0.516293	-2.2404
0.516975	-2.3276
0.517656	-2.3897
0.518337	-2.6268
0.519018	-2.5824
0.519699	-2.6018
0.520380	-2.8438
0.521061	-3.1810
0.521742	-3.0515
0.522424	-2.7829
0.523105	-2.6608
0.523786	-2.5210
0.524467	-2.1307
0.525148	-2.2830
0.525829	-1.9904
0.526510	-1.6336
0.527191	-1.2685
0.527873	-1.0514
0.528554	-1.1828
0.529235	-0.7104
0.529916	-0.5170
0.530597	-0.2845
0.531278	-0.0020
0.531959	0.4495
0.532640	0.5899
0.533321	0.7162
0.534003	1.1220
0.534684	1.0550
0.535365	1.6451
0.536046	1.9256
0.536727	1.9984
0.537408	2.2809
0.538089	2.1858
0.538770	2.3104
0.539452	2.1591
0.540133	2.2581
0.540814	2.1590
0.541495	2.5718
0.542176	2.9058
0.542857	2.4389
0.543538	2.6296
0.544219	2.2979
0.544901	2.5840
0.545582	2.3301
0.546263	2.1133
0.546944	1.9906
0.547625	2.0067
0.548306	1.6483
0.548987	1.9758
0.549668	1.4855
0.550350	0.8912
0.551031	0.8301
0.551712	0.5039
0.552393	0.2950
0.553074	0.1195
0.553755	-0.4881
0.554436	-0.5220
0.555118	-0.7460
0.555799	-0.9786
0.556480	-1.2669
0.557161	-1.6236
0.557842	-1.8707
0.558523	-1.9077
0.559204	-1.7567
0.559885	-2.3822
0.560566	-2.5543
0.561248	-2.2126
0.561929	-2.5223
0.562610	-2.3881
0.563291	-2.5491
0.563972	-2.4401
0.564653	-2.6594
0.565334	-2.7218
0.566015	-2.6763
0.566697	-2.5227
0.567378	-2.2017
0.568059	-2.1944
0.568740	-2.2665
0.569421	-1.6594
0.570102	-1.6960
0.570783	-1.8221
0.571464	-1.5829
0.572146	-1.0840
0.572827	-1.0031
0.573508	-0.9108
0.574189	-0.6281
0.574870	-0.0544
0.575551	-0.1083
0.576232	0.4970
0.576913	0.4940
0.577595	0.7892
0.578276	0.9379
0.578957	1.3771
0.579638	1.1123
0.580319	1.8497
0.581000	2.0955
0.581681	2.0728
0.582363	2.1786
0.583044	1.9259
0.583725	2.3854
0.584406	2.6346
0.585087	2.0575
0.585768	2.6536
0.586449	2.8308
0.587130	2.2048
0.587812	2.5736
0.588493	2.5848
0.589174	2.1149
0.589855	2.3093
0.590536	2.3361
0.591217	2.2101
0.591898	1.8134
0.592579	1.5979
0.593261	1.1846
0.593942	1.3913
0.594623	0.7983
0.595304	0.2819
0.595985	0.1760
0.596666	0.0885
0.597347	-0.2807
0.598028	-0.4212
0.598710	-0.7701
0.599391	-0.5919
0.600072	-1.5255
0.600753	-1.3441
0.601434	-1.2477
0.602115	-1.4168
0.602796	-1.5667
0.603477	-1.9870
0.604159	-2.0296
0.604840	-2.1498
0.605521	-2.5791
0.606202	-2.1781
0.606883	-2.6876
0.607564	-2.4468
0.608245	-2.4947
0.608926	-2.3602
0.609608	-2.4425
0.610289	-2.2807
0.610970	-2.5443
0.611651	-2.0366
0.612332	-2.1146
0.613013	-2.0590
0.613694	-1.5782
0.614375	-1.2179
0.615057	-1.2247
0.615738	-1.0792
0.616419	-1.1757
0.617100	-0.6705
0.617781	-0.4366
0.618462	-0.4154
0.619143	0.0214
0.619824	0.1878
0.620506	0.3007
0.621187	0.9078
0.621868	0.6669
0.622549	0.9764
0.623230	1.4061
0.623911	1.6949
0.624592	1.7668
0.625274	1.3716
0.625955	2.3362
0.626636	1.9598
0.627317	1.9022
0.627998	2.0917
0.628679	2.1173
0.629360	2.6254
0.630041	2.5363
0.630722	2.3136
0.631404	2.3374
0.632085	2.2812
0.632766	2.3477
0.633447	1.9798
0.634128	2.1254
0.634809	1.8137
0.635490	1.4914
0.636171	1.3055
0.636853	1.1975
0.637534	1.4078
0.638215	0.8203
0.638896	0.6089
0.639577	0.8531
0.640258	0.1783
0.640939	-0.0325
0.641621	-0.4119
0.642302	-0.3829
0.642983	-0.4337
0.643664	-0.6669
0.644345	-1.2471
0.645026	-1.3923
0.645707	-1.5988
0.646388	-1.8068
0.647069	-1.8063
0.647751	-2.3714
0.648432	-2.3270
0.649113	-2.2995
0.649794	-2.3851
0.650475	-2.3756
0.651156	-2.3874
0.651837	-2.7077
0.652519	-2.3363
0.653200	-2.6482
0.653881	-2.3422
0.654562	-1.9556
0.655243	-1.8710
0.655924	-2.2746
0.656605	-2.0678
0.657286	-1.7369
0.657967	-1.4315
0.658649	-1.6391
0.659330	-1.3898
0.660011	-0.4523
0.660692	-0.6779
0.661373	0.0917
0.662054	-0.2102
0.662735	-0.1138
0.663417	0.1692
0.664098	0.4925
0.664779	0.0060
0.665460	0.7581
0.666141	0.8248
0.666822	1.0631
0.667503	1.7335
0.668184	2.0660
0.668865	1.4926
0.669547	1.5665
0.670228	1.8911
0.670909	1.5129
0.671590	2.3446
0.672271	2.5008
0.672952	2.2235
0.673633	2.4795
0.674314	2.7523
0.674996	2.0275
0.675677	2.5897
0.676358	2.4660
0.677039	2.2058
0.677720	2.1327
0.678401	2.0903
0.679082	1.7191
0.679763	1.3943
0.680445	1.1319
0.681126	1.7109
0.681807	1.1006
0.682488	0.7206
0.683169	0.7044
0.683850	0.3822
0.684531	0.3756
0.685212	-0.3650
0.685894	-0.3678
0.686575	-0.6251
0.687256	-0.8210
0.687937	-0.9011
0.688618	-1.6135
0.689299	-1.2016
0.689980	-1.4476
0.690661	-1.9383
0.691343	-1.8458
0.692024	-2.0064
0.692705	-2.5362
0.693386	-2.3149
0.694067	-2.2928
0.694748	-2.5742
0.695429	-2.3621
0.696110	-2.2915
0.696792	-2.1610
0.697473	-2.6255
0.698154	-2.1490
0.698835	-2.2837
0.699516	-2.1122
0.700197	-1.8706
0.700878	-2.1067
0.701559	-1.5923
0.702241	-1.4388
0.702922	-0.9852
0.703603	-1.0905
0.704284	-0.6648
0.704965	-0.7443
0.705646	-0.4705
0.706327	0.1277
0.707008	0.2867
0.707690	0.0320
0.708371	0.6457
0.709052	0.9469
0.709733	0.8702
0.710414	1.4134
0.711095	1.6416
0.711776	1.5421
0.712457	1.3291
0.713139	2.2061
0.713820	2.0400
0.714501	2.2477
0.715182	2.2865
0.715863	2.5687
0.716544	2.6411
0.717225	1.9614
0.717906	2.0804
0.718588	2.3103
0.719269	2.1448
0.719950	2.2208
0.720631	2.0912
0.721312	2.0226
0.721993	1.8558
0.722674	1.6433
0.723355	2.0869
0.724037	1.7399
0.724718	0.8683
0.725399	1.4165
0.726080	0.5092
0.726761	0.2690
0.727442	0.7921
0.728123	-0.1431
0.728805	0.0261
0.729486	-0.3464
0.730167	-0.6061
0.730848	-1.0030
0.731529	-1.0664
0.732210	-1.4715
0.732891	-1.1404
0.733572	-1.3029
0.734254	-1.9135
0.734935	-2.1784
0.735616	-2.1984
0.736297	-2.1912
0.736978	-2.5243
0.737659	-2.6274
0.738340	-2.3164
0.739021	-2.1223
0.739703	-2.6401
0.740384	-2.4213
0.741065	-2.1798
0.741746	-2.6651
0.742427	-2.0179
0.743108	-1.9091
0.743789	-2.1300
0.744470	-1.9808
0.745152	-1.2892
0.745833	-1.7266
0.746514	-1.1542
0.747195	-1.0898
0.747876	-0.6396
0.748557	-0.5176
0.749238	-0.3215
0.749919	-0.2145
0.750601	-0.2398
0.751282	0.2102
0.751963	0.2534
0.752644	0.7457
0.753325	0.8006
0.754006	1.2481
0.754687	1.7395
0.755369	1.5904
0.756050	1.9246
0.756731	1.8127
0.757412	2.0882
0.758093	2.3067
0.758774	2.1927
0.759455	2.0827
0.760136	2.3425
0.760818	1.8520
0.761499	2.3635
0.762180	2.1956
0.762861	2.0220
0.763542	2.3438
0.764223	2.0462
0.764904	2.0980
0.765585	1.6567
0.766267	1.4346
0.766948	1.7646
0.767629	1.5668
0.768310	1.6466
0.768991	0.9417
0.769672	1.0293
0.770353	0.8827
0.771034	0.5988
0.771716	0.3266
0.772397	-0.1346
0.773078	-0.5414
0.773759	-0.8338
0.774440	-0.8927
0.775121	-0.9810
0.775802	-1.4131
0.776483	-1.1442
0.777165	-1.7739
0.777846	-2.1762
0.778527	-1.3481
0.779208	-2.2499
0.779889	-2.1922
0.780570	-2.4660
0.781251	-2.1113
0.781932	-2.0553
0.782614	-2.5110
0.783295	-2.5999
0.783976	-1.9801
0.784657	-2.1488
0.785338	-2.2485
0.786019	-2.2451
0.786700	-1.9414
0.787381	-2.3158
0.788063	-1.7078
0.788743	-1.8059
0.789425	-1.2539
0.790106	-1.1088
0.790787	-0.9238
0.791468	-1.1439
0.792149	-0.7345
0.792831	-0.6111
0.793512	-0.0057
0.794193	-0.2404
0.794874	0.5535
0.795555	0.2254
0.796236	1.0120
0.796917	0.8853
0.797598	1.1988
0.798279	1.4560
0.798961	1.2676
0.799642	1.6335
0.800323	1.7513
0.801004	2.0020
0.801685	2.2871
0.802366	2.1904
0.803047	2.3388
0.803729	2.3982
0.804410	2.2620
0.805091	1.9741
0.805772	2.5784
0.806453	2.1743
0.807134	1.9957
0.807815	2.1664
0.808496	1.9975
0.809177	1.8523
0.809859	1.6242
0.810540	1.5612
0.811221	1.2803
0.811902	1.1652
0.812583	1.0004
0.813264	0.5024
0.813945	0.4955
0.814627	0.4521
0.815308	0.1288
0.815989	-0.3506
0.816670	-0.4249
0.817351	-0.7220
0.818032	-0.4162
0.818713	-1.3958
0.819394	-0.9483
0.820075	-1.5962
0.820757	-1.5428
0.821438	-1.8008
0.822119	-1.8655
0.822800	-2.0893
0.823481	-2.1365
0.824162	-2.5314
0.824843	-2.5194
0.825524	-2.3993
0.826205	-2.4368
0.826887	-2.3302
0.827568	-2.5265
0.828249	-2.0885
0.828930	-1.9551
0.829611	-2.3056
0.830292	-2.0048
0.830973	-1.9043
0.831655	-2.3818
0.832336	-1.6781
0.833017	-1.5595
0.833698	-1.2576
0.834379	-1.1157
0.835060	-0.8784
0.835741	-0.7419
0.836422	-0.2600
0.837103	-0.0599
0.837785	0.3190
0.838466	0.2692
0.839147	0.5918
0.839828	0.3538
0.840509	1.2092
0.841190	1.0023
0.841872	1.7107
0.842553	1.8398
0.843234	1.7142
0.843915	1.7896
0.844596	1.9606
0.845277	2.0749
0.845958	2.3886
0.846639	2.5266
0.847320	2.2204
0.848002	1.8979
0.848683	2.3192
0.849364	1.9643
0.850045	2.3930
0.850726	2.5037
0.851407	2.4449
0.852088	2.3603
0.852769	1.9378
0.853451	1.4599
0.854132	1.5727
0.854813	1.4710
0.855494	1.7185
0.856175	1.3578
0.856856	0.8072
0.857537	0.2451
0.858218	0.4681
0.858900	-0.0737
0.859581	0.0122
0.860262	-0.2704
0.860943	-0.8805
0.861624	-0.7327
0.862305	-0.8842
0.862986	-1.0641
0.863667	-1.0596
0.864349	-1.0629
0.865030	-1.7150
0.865711	-1.9181
0.866392	-2.1103
0.867073	-2.1790
0.867754	-2.2009
0.868435	-2.4246
0.869116	-2.2383
0.869798	-2.0082
0.870479	-2.0014
0.871160	-2.4866
0.871841	-2.2799
0.872522	-2.4770
0.873203	-2.4297
0.873884	-2.1977
0.874565	-1.7560
0.875247	-2.0803
0.875928	-1.7368
0.876609	-1.6648
0.877290	-1.4707
0.877971	-1.0164
0.878652	-0.8187
0.879333	-0.8767
0.880014	-0.7921
0.880696	-0.5493
0.881377	0.1423
0.882058	0.3786
0.882739	0.2693
0.883420	0.7912
0.884101	0.7881
0.884782	1.0725
0.885463	0.7114
0.886145	1.3967
0.886826	2.0002
0.887507	2.2618
0.888188	2.0252
0.888869	1.8723
0.889550	2.1126
0.890231	2.0538
0.890912	2.4797
0.891594	2.1845
0.892275	2.6055
0.892956	2.2999
0.893637	2.5259
0.894318	2.3793
0.894999	2.0451
0.895680	2.4010
0.896361	2.1426
0.897043	1.9209
0.897724	1.8803
0.898405	1.2841
0.899086	1.4274
0.899767	0.6681
0.900448	0.7545
0.901129	0.6588
0.901811	0.2802
0.902492	0.2091
0.903173	0.1219
0.903854	-0.3410
0.904535	-0.5597
0.905216	-0.7471
0.905897	-0.6377
0.906578	-1.3369
